,Name,Platform,Publisher,Developer,Global_Sales,Genre,Platform_Brand,Platform_Type,esrb_rating,userscore,critic_reviews,user_reviews,num_players,Story Focus,Gameplay Focus,Series,score,opencritic_classification,metascore_range
11665,Madden NFL 06,GC,EA Sports  ,EA Tiburon  ,0.57,Sports,Nintendo,HomeConsole,E,8.0,21.0,15.0,"1-4 Players, 4 Players Online",0.0,1.0,0.0,,,Mighty
11666,Madden NFL 07,PS2,EA Sports  ,EA Tiburon  ,4.49,Sports,Sony,HomeConsole,E,8.3,29.0,46.0,1-2 Players,0.0,1.0,0.0,,,Mighty
11667,Madden NFL 07,X360,EA Sports  ,EA Tiburon  ,1.8,Sports,Microsoft,HomeConsole,E,6.0,54.0,151.0,"1-2 Players, 2 Players 2 Players Online",0.0,1.0,0.0,,,Mighty
11668,Madden NFL 07,XB,EA Sports  ,EA Tiburon  ,1.02,Sports,Microsoft,HomeConsole,E,7.4,27.0,7.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11669,Madden NFL 07,PSP,EA Sports  ,EA Tiburon  ,0.83,Sports,Sony,Handheld,E,6.8,18.0,17.0,1-2 Players,0.0,1.0,0.0,,,Strong
11670,Madden NFL 07,GC,EA Sports  ,EA Tiburon  ,0.62,Sports,Nintendo,HomeConsole,E,7.8,14.0,6.0,"1-2 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
11671,Madden NFL 07,PS3,EA Sports  ,EA Tiburon  ,0.53,Sports,Sony,HomeConsole,E,4.7,25.0,24.0,"1-2 Players, 2 Players 2 Players Online",0.0,1.0,0.0,,,Strong
11672,Madden NFL 07,PC,EA Sports  ,EA Tiburon  ,0.0,Sports,PC,PC,E,7.3,15.0,15.0,"1-8 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
11673,Madden NFL 08,PS2,EA Sports  ,EA Tiburon  ,2.57,Sports,Sony,HomeConsole,E,8.7,11.0,26.0,"1-2 Players, 2 Players Online",0.0,1.0,0.0,,,Strong
11674,Madden NFL 08,X360,EA Sports  ,EA Tiburon  ,2.37,Sports,Microsoft,HomeConsole,E,7.0,46.0,146.0,"1-4 Players, 2 Players 2 Players Online",0.0,1.0,0.0,,,Mighty
11675,Madden NFL 08,PS3,EA Sports  ,EA Tiburon  ,0.97,Sports,Sony,HomeConsole,E,6.1,31.0,40.0,"1-2 Players, 2 Players 2 Players Online",0.0,1.0,0.0,,,Mighty
11676,Madden NFL 08,Wii,EA Sports  ,EA Tiburon  ,0.88,Sports,Nintendo,HomeConsole,E,7.2,29.0,31.0,"1-2 Players, 2 Players Online",0.0,1.0,0.0,,,Strong
11677,Madden NFL 08,PSP,EA Sports  ,EA Tiburon  ,0.71,Sports,Sony,Handheld,E,7.6,24.0,26.0,1 Player,0.0,1.0,0.0,,,Strong
11679,Madden NFL 08,DS,EA Sports  ,EA Tiburon  ,0.26,Sports,Nintendo,Handheld,E,7.3,11.0,9.0,"1-2 Players, 8 Players Online",0.0,1.0,0.0,,,Strong
11682,Madden NFL 09,X360,EA Sports  ,EA Tiburon  ,2.54,Sports,Microsoft,HomeConsole,E,6.8,50.0,132.0,"1-4 Players, 2 Players 4 Players Online",0.0,1.0,0.0,,,Mighty
11683,Madden NFL 09,PS3,EA Sports  ,EA Tiburon  ,1.89,Sports,Sony,HomeConsole,E,4.4,38.0,134.0,"1-4 Players, 2 Players 4 Players Online",0.0,1.0,0.0,,,Mighty
11685,Madden NFL 09,PSP,EA Sports  ,EA Tiburon  ,0.71,Sports,Sony,Handheld,E,6.0,8.0,5.0,1 Player,0.0,1.0,0.0,,,Fair
11688,Madden NFL 09 All-Play,Wii,EA Sports  ,EA Tiburon  ,0.84,Sports,Nintendo,HomeConsole,E,7.2,19.0,26.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
11689,Madden NFL 10,X360,EA Sports  ,EA Tiburon  ,2.83,Sports,Microsoft,HomeConsole,E,6.2,58.0,97.0,"1-2 Players, 2 Players",0.0,1.0,0.0,,,Mighty
11692,Madden NFL 10,Wii,EA Sports  ,EA Tiburon  ,0.72,Sports,Nintendo,HomeConsole,E,7.1,23.0,24.0,1 Player,0.0,1.0,0.0,,,Strong
11693,Madden NFL 10,PSP,EA Sports  ,EA Tiburon  ,0.67,Sports,Sony,Handheld,T,8.6,41.0,70.0,"1 Player, 8 Players Online",0.0,1.0,0.0,,,Mighty
11694,Madden NFL 11,X360,EA Sports  ,EA Tiburon  ,2.69,Sports,Microsoft,HomeConsole,E,5.9,47.0,127.0,"1-4 Players, 6 Players Online Up to 6 Players",0.0,1.0,0.0,,,Mighty
11695,Madden NFL 11,PS3,EA Sports  ,EA Tiburon  ,2.4,Sports,Sony,HomeConsole,E,6.1,36.0,69.0,"1-6 Players, 6 Players Online Up to 6 Players",0.0,1.0,0.0,,,Mighty
11699,Madden NFL 12,X360,EA Sports  ,EA Tiburon  ,2.7,Sports,Microsoft,HomeConsole,E,6.2,55.0,104.0,"1-4 Players 1-6 Players, 6 Players Online Up to 6 Players",0.0,1.0,0.0,,,Strong
11700,Madden NFL 12,PS3,EA Sports  ,EA Tiburon  ,2.27,Sports,Sony,HomeConsole,E,5.6,31.0,61.0,"1-6 Players, 6 Players Online Up to 6 Players",0.0,1.0,0.0,,,Strong
11705,Madden NFL 13,X360,EA Sports  ,EA Tiburon  ,2.93,Sports,Microsoft,HomeConsole,E,5.8,36.0,185.0,Up to 6 Players,0.0,1.0,0.0,,,Mighty
11706,Madden NFL 13,PS3,EA Sports  ,EA Tiburon  ,2.71,Sports,Sony,HomeConsole,E,5.5,22.0,108.0,Up to 4 Players,0.0,1.0,0.0,,,Mighty
11709,Madden NFL 13,WiiU,EA Sports  ,EA Tiburon  ,0.23,Sports,Nintendo,HomeConsole,E,7.0,9.0,35.0,1-5 Players,0.0,1.0,0.0,,,Strong
11710,Madden NFL 15,PS4,EA Sports  ,EA Tiburon  ,2.25,Sports,Sony,HomeConsole,E,6.0,37.0,221.0,2 Players,0.0,1.0,0.0,81.0,Strong,Mighty
11712,Madden NFL 15,XOne,EA Sports  ,EA Tiburon  ,1.6,Sports,Microsoft,HomeConsole,E,6.3,19.0,140.0,2 Players,0.0,1.0,0.0,81.0,Strong,Mighty
11714,Madden NFL 16,PS4,EA Sports  ,EA Tiburon  ,3.3,Sports,Sony,HomeConsole,E,5.7,37.0,198.0,2 Players,0.0,1.0,0.0,83.0,Strong,Mighty
11715,Madden NFL 16,XOne,EA Sports  ,EA Tiburon  ,2.47,Sports,Microsoft,HomeConsole,E,6.0,23.0,136.0,2 Players,0.0,1.0,0.0,83.0,Strong,Mighty
11718,Madden NFL 17,PS4,EA Sports  ,EA Tiburon  ,3.28,Sports,Sony,HomeConsole,E,4.1,35.0,158.0,2 Players,0.0,1.0,0.0,83.0,Strong,Mighty
11719,Madden NFL 17,XOne,EA Sports  ,EA Tiburon  ,2.44,Sports,Microsoft,HomeConsole,E,5.4,30.0,64.0,2 Players,0.0,1.0,0.0,83.0,Strong,Mighty
11733,Madden NFL 2003,PS2,EA Sports  ,EA Tiburon  ,4.14,Sports,Sony,HomeConsole,E,7.7,25.0,72.0,1-2 Players,0.0,1.0,0.0,,,Excellent
11734,Madden NFL 2003,XB,EA Sports  ,EA Tiburon  ,0.71,Sports,Microsoft,HomeConsole,E,7.1,16.0,21.0,1-4 Players,0.0,1.0,0.0,,,Excellent
11735,Madden NFL 2003,GC,EA Sports  ,EA Tiburon  ,0.43,Sports,Nintendo,HomeConsole,E,7.2,13.0,22.0,1-4 Players,0.0,1.0,0.0,,,Excellent
11736,Madden NFL 2003,PC,EA Sports  ,EA Tiburon  ,0.0,Sports,PC,PC,E,7.1,12.0,21.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11737,Madden NFL 2004,PS2,EA Sports  ,EA Tiburon  ,5.23,Sports,Sony,HomeConsole,E,8.3,29.0,149.0,1-8 Players,0.0,1.0,0.0,,,Excellent
11738,Madden NFL 2004,XB,EA Sports  ,EA Tiburon  ,1.09,Sports,Microsoft,HomeConsole,E,7.6,27.0,52.0,1-4 Players,0.0,1.0,0.0,,,Excellent
11739,Madden NFL 2004,GC,EA Sports  ,EA Tiburon  ,0.51,Sports,Nintendo,HomeConsole,E,7.0,19.0,30.0,1-4 Players,0.0,1.0,0.0,,,Excellent
11740,Madden NFL 2004,PC,EA Sports  ,EA Tiburon  ,0.0,Sports,PC,PC,E,7.1,13.0,28.0,1-8 Players,0.0,1.0,0.0,,,Excellent
11741,Madden NFL 2005,PS2,EA Sports  ,EA Tiburon  ,4.53,Sports,Sony,HomeConsole,E,8.0,30.0,84.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Excellent
11742,Madden NFL 2005,XB,EA Sports  ,EA Tiburon  ,1.72,Sports,Microsoft,HomeConsole,E,7.3,39.0,32.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Excellent
11743,Madden NFL 2005,GC,EA Sports  ,EA Tiburon  ,0.7,Sports,Nintendo,HomeConsole,E,5.6,26.0,5.0,1-4 Players,0.0,1.0,0.0,,,Excellent
11746,Madden NFL 25,X360,EA Sports  ,EA Tiburon  ,2.33,Sports,Microsoft,HomeConsole,E,5.6,32.0,143.0,Up to 4 Players,0.0,1.0,0.0,76.0,Strong,Mighty
11747,Madden NFL 25,PS4,EA Sports  ,EA Tiburon  ,0.96,Sports,Sony,HomeConsole,E,5.3,13.0,126.0,2 Players,0.0,1.0,0.0,76.0,Strong,Strong
11748,Madden NFL 25,XOne,EA Sports  ,EA Tiburon  ,0.83,Sports,Microsoft,HomeConsole,E,5.9,18.0,116.0,1 Player,0.0,1.0,0.0,76.0,Strong,Strong
11753,Madden NFL Football,3DS,EA Sports  ,EA Tiburon  ,0.41,Sports,Nintendo,Handheld,E,5.1,18.0,17.0,"1-4 Players, 6 Players Online",0.0,1.0,0.0,,,Weak
11754,NASCAR,PSP,EA Sports  ,EA Tiburon  ,0.1,Racing,Sony,Handheld,E,5.5,13.0,8.0,"1 Player, 4 Players Online",0.0,1.0,0.0,,,Fair
11755,NASCAR 06: Total Team Control,PS2,EA Sports  ,EA Tiburon  ,0.63,Racing,Sony,HomeConsole,E,7.6,18.0,20.0,"1-2 Players, 4 Players Online",0.0,1.0,0.0,,,Strong
11756,NASCAR 06: Total Team Control,XB,EA Sports  ,EA Tiburon  ,0.27,Racing,Microsoft,HomeConsole,E,5.1,25.0,8.0,"1-2 Players, 4 Players Online",0.0,1.0,0.0,,,Strong
11757,NASCAR 07,PS2,EA Sports  ,EA Tiburon  ,0.11,Racing,Sony,HomeConsole,E,8.2,26.0,18.0,"1-2 Players, 4 Players Online",0.0,1.0,0.0,,,Fair
11758,NASCAR 07,XB,EA Sports  ,EA Tiburon  ,0.04,Racing,Microsoft,HomeConsole,E,7.0,26.0,4.0,"1-2 Players, 4 Players Online",0.0,1.0,0.0,,,Strong
11759,NASCAR 08,X360,EA Sports  ,EA Tiburon  ,0.29,Racing,Microsoft,HomeConsole,E,5.2,29.0,30.0,"1 Player, 12 Players Online Up to 12 Players",0.0,1.0,0.0,,,Weak
11760,NASCAR 08,PS2,EA Sports  ,EA Tiburon  ,0.24,Racing,Sony,HomeConsole,E,7.9,9.0,12.0,"1-2 Players, 4 Players Online",0.0,1.0,0.0,,,Weak
11761,NASCAR 08,PS3,EA Sports  ,EA Tiburon  ,0.23,Racing,Sony,HomeConsole,E,4.6,21.0,16.0,"1 Player, 12 Players Online Up to 12 Players",0.0,1.0,0.0,,,Weak
11763,NASCAR 09,PS3,EA Sports  ,EA Tiburon  ,0.25,Racing,Sony,HomeConsole,E,7.3,22.0,11.0,"1 Player, 14 Players Online Up to 14 Players",0.0,1.0,0.0,,,Fair
11764,NASCAR 09,X360,EA Sports  ,EA Tiburon  ,0.25,Racing,Microsoft,HomeConsole,E,7.8,32.0,15.0,"1 Player, 14 Players Online Up to 14 Players",0.0,1.0,0.0,,,Fair
11765,NASCAR 2005: Chase for the Cup,PS2,EA Sports  ,EA Tiburon  ,1.41,Racing,Sony,HomeConsole,E,8.2,19.0,20.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11769,NASCAR Thunder 2002,PS2,EA Sports  ,EA Tiburon  ,1.16,Racing,Sony,HomeConsole,E,8.5,17.0,22.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11771,NASCAR Thunder 2003,PS2,EA Sports  ,EA Tiburon  ,1.22,Racing,Sony,HomeConsole,E,8.7,16.0,19.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11772,NASCAR Thunder 2003,GC,EA Sports  ,EA Tiburon  ,0.31,Racing,Nintendo,HomeConsole,E,7.0,12.0,4.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11774,NASCAR Thunder 2003,PC,EA Sports  ,EA Tiburon  ,0.0,Racing,PC,PC,E,5.2,9.0,12.0,1-16 Players,0.0,1.0,0.0,,,Fair
11775,NASCAR Thunder 2004,PS2,EA Sports  ,EA Tiburon  ,1.08,Racing,Sony,HomeConsole,E,8.6,15.0,86.0,1-2 Players,0.0,1.0,0.0,,,Mighty
11776,NASCAR Thunder 2004,XB,EA Sports  ,EA Tiburon  ,0.23,Racing,Microsoft,HomeConsole,E,7.6,14.0,18.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11777,NASCAR Thunder 2004,PC,EA Sports  ,EA Tiburon  ,0.0,Racing,PC,PC,E,7.5,9.0,12.0,1-16 Players,0.0,1.0,0.0,,,Strong
11778,NBA Jam,PS3,EA Sports  ,EA Tiburon  ,0.4,Sports,Sony,HomeConsole,E,5.9,33.0,15.0,"1 Player 1-4 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Strong
11779,NBA Jam,X360,EA Sports  ,EA Tiburon  ,0.39,Sports,Microsoft,HomeConsole,E,7.5,30.0,25.0,"1-4 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Strong
11780,NBA Live 14,PS4,EA Sports  ,EA Tiburon  ,0.27,Sports,Sony,HomeConsole,E,2.6,25.0,176.0,2 Players,0.0,1.0,0.0,44.0,Weak,Weak
11781,NBA Live 14,XOne,EA Sports  ,EA Tiburon  ,0.24,Sports,Microsoft,HomeConsole,E,3.1,14.0,90.0,2 Players,0.0,1.0,0.0,44.0,Weak,Weak
11782,NBA Live 16,PS4,EA Sports  ,EA Tiburon  ,0.21,Sports,Sony,HomeConsole,E,6.0,27.0,75.0,Up to 10 Players,0.0,1.0,0.0,60.0,Weak,Weak
11783,NBA Live 16,XOne,EA Sports  ,EA Tiburon  ,0.13,Sports,Microsoft,HomeConsole,E,5.6,17.0,70.0,Up to 10 Players,0.0,1.0,0.0,60.0,Weak,Fair
11784,NCAA Football 06,PS2,EA Sports  ,EA Tiburon  ,1.84,Sports,Sony,HomeConsole,E,8.6,25.0,40.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
11785,NCAA Football 06,XB,EA Sports  ,EA Tiburon  ,0.97,Sports,Microsoft,HomeConsole,E,7.7,38.0,30.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
11787,NCAA Football 09,X360,EA Sports  ,EA Tiburon  ,0.71,Sports,Microsoft,HomeConsole,E,7.7,24.0,26.0,"1-4 Players, 12 Players Online 2 Players",0.0,1.0,0.0,,,Mighty
11788,NCAA Football 09,PS3,EA Sports  ,EA Tiburon  ,0.58,Sports,Sony,HomeConsole,E,7.3,20.0,27.0,"1-4 Players, 12 Players Online 2 Players",0.0,1.0,0.0,,,Mighty
11790,NCAA Football 10,X360,EA Sports  ,EA Tiburon  ,0.94,Sports,Microsoft,HomeConsole,E,6.7,26.0,38.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
11791,NCAA Football 10,PS3,EA Sports  ,EA Tiburon  ,0.81,Sports,Sony,HomeConsole,E,6.9,20.0,14.0,"1-4 Players, 2 Players 2 Players Online",0.0,1.0,0.0,,,Mighty
11794,NCAA Football 11,X360,EA Sports  ,EA Tiburon  ,0.93,Sports,Microsoft,HomeConsole,E,7.2,29.0,71.0,"1-4 Players, 2 Players 2 Players Online",0.0,1.0,0.0,,,Mighty
11795,NCAA Football 11,PS3,EA Sports  ,EA Tiburon  ,0.85,Sports,Sony,HomeConsole,E,7.5,22.0,28.0,"1-4 Players, 2 Players 2 Players Online",0.0,1.0,0.0,,,Mighty
11797,NCAA Football 12,X360,EA Sports  ,EA Tiburon  ,1.0,Sports,Microsoft,HomeConsole,E,6.6,25.0,55.0,2 Players Online Multiplayer,0.0,1.0,0.0,,,Mighty
11798,NCAA Football 12,PS3,EA Sports  ,EA Tiburon  ,0.83,Sports,Sony,HomeConsole,E,5.8,17.0,41.0,2 Players,0.0,1.0,0.0,,,Mighty
11799,NCAA Football 13,X360,EA Sports  ,EA Tiburon  ,1.11,Sports,Microsoft,HomeConsole,E,5.6,20.0,68.0,2 Players,0.0,1.0,0.0,,,Strong
11800,NCAA Football 13,PS3,EA Sports  ,EA Tiburon  ,0.93,Sports,Sony,HomeConsole,E,4.1,9.0,34.0,2 Players,0.0,1.0,0.0,,,Strong
11801,NCAA Football 14,X360,EA Sports  ,EA Tiburon  ,1.13,Sports,Microsoft,HomeConsole,E,6.0,18.0,82.0,2 Players Online Multiplayer,0.0,1.0,0.0,,,Strong
11802,NCAA Football 14,PS3,EA Sports  ,EA Tiburon  ,0.92,Sports,Sony,HomeConsole,E,6.4,9.0,49.0,1 Player,0.0,1.0,0.0,,,Strong
11803,NCAA Football 2003,PS2,EA Sports  ,EA Tiburon  ,1.44,Sports,Sony,HomeConsole,E,8.4,19.0,28.0,1-8 Players,0.0,1.0,0.0,,,Excellent
11804,NCAA Football 2003,XB,EA Sports  ,EA Tiburon  ,0.52,Sports,Microsoft,HomeConsole,E,7.3,14.0,15.0,1-4 Players,0.0,1.0,0.0,,,Excellent
11805,NCAA Football 2003,GC,EA Sports  ,EA Tiburon  ,0.21,Sports,Nintendo,HomeConsole,E,6.0,11.0,9.0,1-2 Players,0.0,1.0,0.0,,,Excellent
11806,NCAA Football 2004,XB,EA Sports  ,EA Tiburon  ,0.43,Sports,Microsoft,HomeConsole,E,7.9,13.0,21.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11807,NCAA Football 2004,GC,EA Sports  ,EA Tiburon  ,0.15,Sports,Nintendo,HomeConsole,E,6.8,16.0,11.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11808,NCAA Football 2005,PS2,EA Sports  ,EA Tiburon  ,1.62,Sports,Sony,HomeConsole,E,8.8,29.0,36.0,1-8 Players,0.0,1.0,0.0,,,Mighty
11809,NCAA Football 2005,XB,EA Sports  ,EA Tiburon  ,0.68,Sports,Microsoft,HomeConsole,E,7.8,29.0,13.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11810,NCAA Football 2005,GC,EA Sports  ,EA Tiburon  ,0.22,Sports,Nintendo,HomeConsole,E,7.6,18.0,9.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11813,NFL Head Coach,PS2,EA Sports  ,EA Tiburon  ,0.45,Sports,Sony,HomeConsole,M,4.3,11.0,154.0,"1 Player, 2 Players Online",0.0,1.0,0.0,,,Fair
11814,NFL Head Coach,XB,EA Sports  ,EA Tiburon  ,0.12,Sports,Microsoft,HomeConsole,E,7.1,26.0,9.0,"1 Player, 2 Players Online",0.0,1.0,0.0,,,Fair
11815,NFL Head Coach,PC,EA Sports  ,EA Tiburon  ,0.0,Sports,PC,PC,E,6.0,19.0,4.0,"1 Player, 2 Players Online",0.0,1.0,0.0,,,Fair
11816,NFL Head Coach 09,PS3,EA Sports  ,EA Tiburon  ,0.14,Sports,Sony,HomeConsole,E,7.2,12.0,13.0,"1 Player, 2 Players 2 Players Online",0.0,1.0,0.0,,,Fair
11817,NFL Head Coach 09,X360,EA Sports  ,EA Tiburon  ,0.11,Sports,Microsoft,HomeConsole,E,8.1,14.0,30.0,"1 Player, 2 Players 2 Players Online",0.0,1.0,0.0,,,Fair
11818,Tiger Woods PGA Tour 09,PS3,EA Sports  ,EA Tiburon  ,0.65,Sports,Sony,HomeConsole,E,7.1,34.0,11.0,1 Player,0.0,1.0,0.0,,,Mighty
11819,Tiger Woods PGA Tour 09,X360,EA Sports  ,EA Tiburon  ,0.65,Sports,Microsoft,HomeConsole,E,7.7,41.0,30.0,"1-2 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Mighty
11822,Tiger Woods PGA Tour 09 All-Play,Wii,EA Sports  ,EA Tiburon  ,1.42,Sports,Nintendo,HomeConsole,E,8.3,18.0,36.0,"1-4 Players, 4 Players Online",0.0,1.0,0.0,,,Mighty
11823,Tiger Woods PGA Tour 10,Wii,EA Sports  ,EA Tiburon  ,1.07,Sports,Nintendo,HomeConsole,E,7.6,44.0,66.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11824,Tiger Woods PGA Tour 10,PS3,EA Sports  ,EA Tiburon  ,0.78,Sports,Sony,HomeConsole,E,7.4,38.0,12.0,"1-4 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Mighty
11825,Tiger Woods PGA Tour 10,X360,EA Sports  ,EA Tiburon  ,0.65,Sports,Microsoft,HomeConsole,E,6.9,51.0,20.0,"1-4 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Mighty
11828,Tiger Woods PGA Tour 11,PS3,EA Sports  ,EA Tiburon  ,0.83,Sports,Sony,HomeConsole,E,6.6,40.0,19.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
11829,Tiger Woods PGA Tour 11,Wii,EA Sports  ,EA Tiburon  ,0.54,Sports,Nintendo,HomeConsole,E,7.4,29.0,28.0,1 Player,0.0,1.0,0.0,,,Mighty
11830,Tiger Woods PGA Tour 11,X360,EA Sports  ,EA Tiburon  ,0.52,Sports,Microsoft,HomeConsole,E,7.8,51.0,19.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
11831,Tiger Woods PGA Tour 12: The Masters,PS3,EA Sports  ,EA Tiburon  ,0.89,Sports,Sony,HomeConsole,E,7.2,41.0,19.0,Up to 4 Players,0.0,1.0,0.0,,,Mighty
11832,Tiger Woods PGA Tour 12: The Masters,X360,EA Sports  ,EA Tiburon  ,0.62,Sports,Microsoft,HomeConsole,E,6.1,50.0,27.0,"1-4 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Mighty
11833,Tiger Woods PGA Tour 12: The Masters,Wii,EA Sports  ,EA Tiburon  ,0.35,Sports,Nintendo,HomeConsole,E,6.1,14.0,11.0,1 Player,0.0,1.0,0.0,,,Mighty
11834,Tiger Woods PGA Tour 14,PS3,EA Sports  ,EA Tiburon  ,0.39,Sports,Sony,HomeConsole,E,4.1,28.0,27.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
11835,Tiger Woods PGA Tour 14,X360,EA Sports  ,EA Tiburon  ,0.36,Sports,Microsoft,HomeConsole,E,6.5,28.0,28.0,1 Player,0.0,1.0,0.0,,,Strong
11836,EA Sports Active,Wii,EA Sports  ,EA Vancouver  ,3.93,Sports,Nintendo,HomeConsole,E,8.2,27.0,41.0,1 Player,0.0,1.0,0.0,,,Mighty
11852,Fight Night 2004,PS2,EA Sports  ,EA Canada  ,1.48,Fighting,Sony,HomeConsole,T,8.7,43.0,27.0,1-2 Players,0.0,1.0,0.0,,,Mighty
11853,Fight Night 2004,XB,EA Sports  ,EA Canada  ,0.68,Fighting,Microsoft,HomeConsole,T,8.3,47.0,24.0,1-2 Players,0.0,1.0,0.0,,,Mighty
11854,Tiger Woods PGA Tour,DS,EA Sports  ,EA Canada  ,0.15,Sports,Nintendo,Handheld,E,7.6,21.0,8.0,1-4 Players,0.0,1.0,0.0,,,Fair
11855,NCAA Football 2002,PS2,EA Sports  ,EA Tiburon  ,1.57,Sports,Sony,HomeConsole,E,8.4,18.0,24.0,1-8 Players,0.0,1.0,0.0,,,Excellent
11868,NASCAR Kart Racing,Wii,EA Sports  ,Electronic Arts North Carolina  ,0.42,Racing,Nintendo,HomeConsole,E,8.1,12.0,9.0,1 Player,0.0,1.0,0.0,,,Strong
11869,F1 2001,PS2,EA Sports  ,Electronic Arts UK  ,0.15,Racing,Sony,HomeConsole,E,8.3,13.0,12.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11870,F1 2001,XB,EA Sports  ,Electronic Arts UK  ,0.06,Racing,Microsoft,HomeConsole,E,5.0,11.0,7.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11871,F1 2001,PC,EA Sports  ,Electronic Arts UK  ,0.0,Racing,PC,PC,E,7.1,8.0,13.0,1-8 Players,0.0,1.0,0.0,,,Strong
11879,Madden NFL 06,DS,EA Sports  ,Exient Entertainment  ,0.12,Sports,Nintendo,Handheld,E,6.3,9.0,12.0,1-4 Players,0.0,1.0,0.0,,,Fair
11880,Madden NFL 07,DS,EA Sports  ,Exient Entertainment  ,0.21,Sports,Nintendo,Handheld,E,6.5,9.0,10.0,1-4 Players,0.0,1.0,0.0,,,Strong
11882,Madden NFL 2005,GBA,EA Sports  ,Exient Entertainment  ,0.39,Sports,Nintendo,Handheld,E,7.8,9.0,6.0,1-2 Players,0.0,1.0,0.0,,,Strong
11884,Tiger Woods PGA Tour 08,DS,EA Sports  ,Exient Ltd.  ,0.06,Sports,Nintendo,Handheld,E,7.6,10.0,8.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
11895,FIFA Soccer 11,PC,EA Sports  ,HB Studios  ,0.18,Sports,PC,PC,E,7.6,16.0,133.0,1 Player,0.0,1.0,0.0,,,Mighty
11896,Madden NFL 07,Wii,EA Sports  ,HB Studios  ,0.5,Sports,Nintendo,HomeConsole,E,8.1,35.0,17.0,1-4 Players,0.0,1.0,0.0,,,Mighty
11900,Rugby 2004,PS2,EA Sports  ,HB Studios Multimedia  ,0.22,Sports,Sony,HomeConsole,E,6.8,13.0,65.0,1-4 Players,0.0,1.0,0.0,,,Fair
11901,Rugby 2004,PC,EA Sports  ,HB Studios Multimedia  ,0.0,Sports,PC,PC,E,5.5,9.0,18.0,1 Player,0.0,1.0,0.0,,,Weak
11902,Rugby 2005,PS2,EA Sports  ,HB Studios Multimedia  ,0.09,Sports,Sony,HomeConsole,E,8.6,15.0,19.0,1-4 Players,0.0,1.0,0.0,,,Strong
11903,Rugby 2005,XB,EA Sports  ,HB Studios Multimedia  ,0.05,Sports,Microsoft,HomeConsole,E,7.7,20.0,11.0,1-4 Players,0.0,1.0,0.0,,,Strong
11905,Tiger Woods PGA Tour 2002,PC,EA Sports  ,Headgate Studios  ,0.0,Sports,PC,PC,E,5.8,9.0,6.0,1-8 Players,0.0,1.0,0.0,,,Mighty
11906,Tiger Woods PGA Tour 2003,PC,EA Sports  ,Headgate Studios  ,0.0,Sports,PC,PC,E,5.0,14.0,39.0,1 Player,0.0,1.0,0.0,,,Excellent
11907,Tiger Woods PGA Tour 2005,PC,EA Sports  ,Headgate Studios  ,0.01,Sports,PC,PC,E,3.8,16.0,50.0,1-8 Players,0.0,1.0,0.0,,,Excellent
11908,Tiger Woods PGA Tour 2004,PC,EA Sports  ,Headgate Studios   ,0.0,Sports,PC,PC,E,7.3,13.0,23.0,1-8 Players,0.0,1.0,0.0,,,Mighty
11916,F1 2002,PC,EA Sports  ,Image Space Inc.  ,0.0,Racing,PC,PC,E,7.5,11.0,41.0,1-8 Players,0.0,1.0,0.0,,,Mighty
11921,Knockout Kings 2003,GC,EA Sports  ,NEW Corporation  ,0.15,Sports,Nintendo,HomeConsole,T,7.0,13.0,6.0,1-2 Players,0.0,1.0,0.0,,,Strong
11930,NCAA March Madness 2003,PS2,EA Sports  ,NuFX  ,0.66,Sports,Sony,HomeConsole,E,7.9,13.0,23.0,1-8 Players,0.0,1.0,0.0,,,Strong
